Date,Time,BPM
2022-02-27,18:11:14,105
2022-02-27,18:11:14,104
2022-02-27,18:11:15,108
2022-02-27,18:11:15,107
2022-02-27,18:11:16,109
2022-02-27,18:11:16,106
2022-02-27,18:11:21,105
2022-02-27,18:11:22,104
2022-02-27,18:11:22,104
2022-02-27,18:11:23,105
2022-02-27,18:11:23,104
2022-02-27,18:11:24,101
2022-02-27,18:11:25,98
2022-02-27,18:11:25,97
2022-03-01,12:19:54,104
2022-03-01,12:19:55,104
2022-03-01,12:19:55,107
2022-03-01,12:19:56,104
2022-03-01,12:19:56,102
2022-03-01,12:20:01,106
2022-03-01,12:20:01,107
2022-03-01,12:20:02,107
2022-03-01,12:20:37,104
2022-03-01,12:20:38,106
2022-03-01,12:20:39,104
2022-03-01,12:20:39,100
2022-03-01,12:20:40,100
2022-03-01,12:20:40,97
2022-03-01,12:20:41,101
2022-03-01,12:20:42,102
2022-03-01,12:20:42,104
2022-03-01,12:20:43,104
2022-03-01,14:08:12,134
2022-03-01,14:08:12,136
2022-03-01,14:08:13,136
2022-03-01,14:08:13,135
2022-03-01,14:08:14,137
2022-03-01,14:08:14,137
2022-03-01,14:08:14,134
2022-03-01,14:08:15,129
2022-03-01,14:08:15,144
2022-03-01,14:08:16,125
2022-03-01,14:08:16,130
2022-03-01,14:08:17,131
2022-03-01,14:08:17,129
2022-03-01,14:08:18,129
2022-03-01,14:08:20,131
2022-03-01,14:08:20,129
2022-03-01,14:08:20,132
2022-03-01,14:08:21,129
2022-03-01,14:08:21,129
2022-03-01,14:08:28,132
2022-03-01,14:08:29,129
2022-03-01,14:08:29,132
2022-03-01,14:08:30,131
2022-03-01,14:08:30,130
2022-03-01,14:08:31,134
2022-03-01,14:08:31,135
2022-03-01,14:08:31,130
2022-03-01,14:08:32,134
2022-03-01,14:08:32,134
2022-03-01,14:08:33,132
2022-03-01,14:08:33,131
2022-03-01,14:08:34,134
2022-03-01,14:08:34,131
2022-03-01,14:08:35,130
2022-03-01,14:08:35,131
2022-03-01,14:08:36,129
2022-03-01,14:08:36,129
2022-03-01,14:08:36,130
2022-03-01,14:08:37,132
2022-03-01,14:08:37,130
2022-03-01,14:08:38,135
2022-03-01,14:08:38,136
2022-03-01,14:08:39,131
2022-03-01,14:08:39,135
2022-03-01,14:08:40,135
2022-03-01,14:08:40,136
2022-03-01,14:08:40,134
2022-03-01,14:08:41,136
2022-03-01,14:08:41,134
2022-03-01,14:08:42,136
2022-03-01,14:08:42,132
2022-03-01,14:08:43,131
2022-03-01,14:08:43,130
2022-03-01,14:08:44,131
2022-03-01,14:08:44,134
2022-03-01,14:08:45,131
2022-03-01,14:08:45,130
2022-03-01,14:08:45,132
2022-03-01,14:08:46,131
2022-03-01,14:08:46,130
2022-03-01,14:08:47,131
2022-03-01,14:08:47,132
2022-03-01,14:08:48,132
2022-03-01,14:08:48,130
2022-03-01,14:08:49,132
2022-03-01,14:08:49,130
2022-03-01,14:08:50,130
2022-03-01,14:08:50,129
2022-03-01,18:52:58,113
2022-03-01,18:52:58,119
2022-03-01,18:52:59,107
2022-03-01,18:52:59,111
2022-03-01,18:53:00,112
2022-03-01,18:53:00,116
2022-03-01,18:53:01,112
2022-03-01,18:53:01,121
2022-03-01,18:53:02,115
2022-03-01,18:53:02,116
2022-03-01,18:53:03,118
2022-03-01,18:53:03,116
2022-03-01,18:53:04,121
2022-03-01,18:53:04,112
2022-03-01,18:53:13,118
2022-03-01,18:53:14,117
2022-03-01,18:53:14,116
2022-03-01,18:53:15,116
2022-03-01,18:53:16,107
2022-03-01,18:53:16,121
2022-03-01,18:53:17,110
2022-03-01,18:53:17,108
2022-03-01,18:53:18,109
2022-03-01,18:53:18,110
2022-03-01,18:53:19,109
2022-03-01,18:53:19,117
2022-03-01,18:53:20,120
2022-03-01,18:53:20,118
2022-03-01,18:53:21,120
2022-03-01,18:53:21,122
2022-03-01,18:53:22,120
2022-03-01,18:53:22,125
2022-03-01,18:53:23,119
2022-03-01,18:53:23,115
2022-03-01,18:53:24,104
2022-03-01,18:53:24,102
2022-03-01,18:53:25,100
2022-03-01,18:53:26,104
2022-03-01,18:53:26,102
2022-03-01,18:53:30,118
2022-03-01,20:15:43,102
2022-03-01,20:15:43,103
2022-03-01,20:15:44,102
2022-03-01,20:15:44,102
2022-03-01,20:15:45,102
2022-03-01,20:15:45,102
2022-03-01,20:15:46,102
2022-03-01,20:15:47,102
2022-03-01,20:15:47,100
2022-03-01,20:15:48,101
2022-03-01,20:15:48,100
2022-03-01,20:15:49,97
2022-03-01,20:15:50,96
2022-03-01,20:15:50,97
2022-03-01,20:15:51,99
2022-03-01,20:15:51,98
2022-03-01,20:15:52,97
2022-03-01,20:15:53,96
2022-03-01,20:15:53,100
2022-03-01,20:15:54,98
2022-03-01,20:15:55,99
2022-03-01,20:15:55,98
2022-03-01,20:15:56,101
2022-03-01,20:15:56,99
2022-03-01,20:15:57,98
2022-03-01,20:15:58,100
2022-03-01,20:15:58,100
2022-03-01,20:15:59,100
2022-03-01,20:15:59,101
2022-03-01,20:16:00,102
2022-03-01,20:16:01,105
2022-03-01,20:16:01,104
2022-03-01,20:16:02,104
2022-03-01,20:16:02,106
2022-03-01,20:16:03,107
2022-03-01,20:16:03,107
2022-03-01,20:16:04,104
2022-03-01,20:16:05,102
2022-03-01,20:16:05,102
2022-03-01,20:16:06,101
2022-03-01,20:16:06,97
2022-03-01,20:16:07,97
2022-03-01,20:16:08,98
2022-03-01,20:16:08,101
2022-03-01,20:16:09,101
2022-03-01,20:16:09,102
2022-03-01,20:16:10,104
2022-03-01,20:16:10,106
2022-03-01,20:16:11,107
2022-03-01,20:16:12,104
2022-03-01,20:16:12,111
2022-03-01,20:16:13,110
2022-03-01,20:16:13,105
2022-03-01,20:16:34,101
2022-03-01,20:16:35,96
2022-03-01,20:16:37,100
2022-03-01,20:16:38,95
2022-03-01,20:16:38,99
2022-03-01,20:16:39,95
2022-03-01,20:16:39,97
2022-03-01,22:16:49,126
2022-03-01,22:16:49,118
2022-03-01,22:16:50,116
2022-03-01,22:16:50,118
2022-03-01,22:16:51,119
2022-03-01,22:16:51,117
2022-03-01,22:16:55,125
2022-03-01,22:16:55,112
2022-03-01,22:16:56,114
2022-03-01,22:16:56,112
2022-03-01,22:16:57,112
2022-03-01,22:16:57,110
2022-03-01,22:16:58,117
2022-03-01,22:16:58,115
2022-03-01,22:16:59,114
2022-03-01,22:17:00,115
2022-03-01,22:17:00,115
2022-03-01,22:17:01,115
2022-03-01,22:17:01,114
2022-03-01,22:17:02,120
2022-03-01,22:17:02,117
2022-03-01,22:17:03,137
2022-03-01,22:17:03,102
2022-03-01,22:17:04,116
2022-03-01,22:17:04,118
2022-03-01,22:17:05,112
2022-03-01,22:17:05,106
2022-03-01,22:17:17,107
2022-03-01,22:17:17,106
2022-03-01,22:17:18,107
2022-03-01,22:17:19,107
2022-03-01,22:17:19,116
2022-03-01,22:17:20,112
2022-03-01,22:17:20,111
2022-03-01,22:17:21,122
2022-03-01,22:17:21,115
2022-03-01,22:17:22,120
2022-03-01,22:17:22,117
2022-03-01,22:17:23,117
2022-03-01,22:17:23,115
2022-03-01,22:17:24,125
2022-03-01,22:17:24,116
2022-03-01,22:17:25,124
2022-03-01,22:17:25,117
2022-03-01,22:17:26,124
2022-03-01,22:17:26,118
2022-03-01,22:17:27,120
2022-03-01,22:17:27,117
2022-03-01,22:17:28,127
2022-03-01,22:17:28,121
2022-03-02,11:09:08,80
2022-03-02,11:09:10,87
2022-03-02,11:09:33,83
2022-03-02,11:09:33,82
2022-03-02,11:09:34,85
2022-03-02,11:09:35,89
2022-03-02,11:09:35,89
2022-03-02,11:09:36,89
2022-03-02,11:09:37,87
2022-03-02,11:09:37,87
2022-03-02,11:09:38,87
2022-03-02,11:09:57,95
2022-03-02,11:09:57,91
2022-03-02,11:09:58,90
2022-03-02,12:45:56,94
2022-03-02,12:45:56,93
2022-03-02,12:46:05,93
2022-03-02,12:46:11,79
2022-03-02,12:46:14,88
2022-03-02,12:46:14,93
2022-03-02,12:46:15,94
2022-03-02,12:46:15,92
2022-03-02,12:46:16,87
2022-03-02,12:46:17,85
2022-03-02,12:46:18,85
2022-03-02,12:46:18,80
2022-03-02,12:46:20,84
2022-03-02,12:46:21,83
2022-03-02,12:46:22,83
2022-03-02,12:46:23,85
2022-03-02,12:46:23,87
2022-03-02,12:46:31,90
2022-03-02,12:46:32,90
2022-03-02,12:46:33,91
2022-03-02,12:46:33,93
2022-03-02,12:46:34,94
2022-03-02,12:46:35,91
2022-03-02,12:46:35,87
2022-03-02,12:46:36,86
2022-03-02,12:46:37,88
2022-03-02,12:46:37,86
2022-03-02,12:46:38,84
2022-03-02,12:46:39,85
2022-03-02,12:46:40,89
2022-03-02,12:46:40,90
2022-03-02,12:46:41,91
2022-03-02,12:46:42,93
2022-03-02,12:46:42,94
2022-03-02,12:46:43,92
2022-03-02,12:46:44,90
2022-03-02,12:46:44,87
2022-03-02,12:46:45,89
2022-03-02,12:46:46,87
2022-03-02,12:46:46,88
2022-03-02,12:46:47,90
2022-03-04,16:58:42,72
2022-03-04,16:58:43,65
2022-03-04,16:58:44,71
2022-03-04,16:58:45,70
2022-03-04,16:58:46,77
2022-03-04,16:58:46,76
2022-03-04,16:58:47,76
2022-03-04,16:59:04,70
2022-03-04,16:59:09,62
2022-03-04,16:59:13,85
2022-03-04,16:59:14,79
2022-03-04,16:59:14,68
2022-03-04,16:59:15,70
2022-03-04,16:59:16,72
2022-03-04,16:59:17,83
2022-03-04,16:59:18,83
2022-03-04,16:59:18,79
2022-03-04,16:59:19,81
2022-03-04,16:59:20,88
2022-03-04,16:59:25,76
2022-03-04,16:59:25,71
2022-03-04,16:59:26,74
2022-03-04,16:59:27,71
2022-03-04,16:59:28,73
2022-03-04,16:59:29,78
2022-03-04,16:59:29,82
2022-03-04,16:59:30,82
2022-03-04,16:59:37,66
2022-03-04,16:59:38,66
2022-03-04,17:15:43,95
2022-03-04,17:15:44,98
2022-03-04,17:15:44,95
2022-03-04,17:15:45,85
2022-03-04,17:15:46,82
2022-03-04,17:15:46,89
2022-03-04,17:15:47,89
2022-03-04,17:15:48,91
2022-03-04,17:15:48,86
2022-03-04,17:15:49,100
2022-03-04,17:15:50,91
2022-03-04,17:15:50,92
2022-03-04,17:15:51,101
2022-03-04,17:15:59,100
2022-03-04,17:15:59,104
2022-03-04,17:16:08,90
2022-03-04,17:16:13,94
2022-03-04,17:16:14,100
2022-03-04,17:16:14,94
2022-03-04,17:16:15,94
2022-03-04,17:16:16,98
2022-03-04,17:16:16,94
2022-03-04,17:16:17,94
2022-03-04,17:16:18,90
2022-03-04,17:16:18,89
2022-03-04,17:16:19,89
2022-03-04,17:16:20,90
2022-03-04,17:16:20,90
2022-03-04,17:16:21,96
2022-03-04,17:16:21,93
2022-03-04,17:16:22,95
2022-03-04,17:16:23,94
2022-03-04,17:16:23,97
2022-03-04,17:16:24,92
2022-03-04,17:16:25,91
2022-03-04,17:16:25,97
2022-03-04,17:16:26,90
2022-03-04,17:16:27,97
2022-03-04,17:16:27,99
2022-03-04,17:16:28,100
2022-03-04,17:16:28,98
2022-03-04,17:16:29,72
2022-03-04,19:03:59,78
2022-03-04,19:04:00,74
2022-03-04,19:04:01,72
2022-03-04,19:04:02,71
2022-03-04,19:04:03,75
2022-03-04,19:04:03,80
2022-03-04,19:04:04,81
2022-03-04,19:04:05,81
2022-03-04,19:04:06,78
2022-03-04,19:04:07,76
2022-03-04,19:04:07,77
2022-03-04,19:04:08,79
2022-03-04,19:04:09,75
2022-03-04,19:04:10,72
2022-03-04,19:04:11,76
2022-03-04,19:04:11,80
2022-03-04,19:04:12,78
2022-03-04,19:04:13,75
2022-03-04,19:04:14,78
2022-03-04,19:04:14,81
2022-03-04,19:04:15,85
2022-03-04,19:04:16,79
2022-03-04,19:04:17,75
2022-03-04,19:04:17,77
2022-03-04,19:04:18,79
2022-03-04,19:04:21,78
2022-03-04,19:04:21,78
2022-03-04,19:04:22,78
2022-03-04,19:04:23,79
2022-03-04,19:04:24,84
2022-03-04,19:04:24,87
2022-03-04,19:04:25,77
2022-03-04,19:04:27,81
2022-03-04,19:04:28,84
2022-03-04,19:04:29,79
2022-03-04,19:04:30,76
2022-03-04,19:04:30,74
2022-03-04,19:04:31,80
2022-03-04,19:04:32,85
2022-03-04,19:04:32,89
2022-03-04,19:04:33,89
2022-03-04,19:04:34,84
2022-03-04,19:04:35,80
2022-03-04,19:04:35,74
2022-03-04,19:04:36,75
2022-03-04,19:04:37,73
2022-03-04,19:04:38,73
2022-03-04,19:04:39,72
2022-03-04,19:04:39,77
2022-03-04,19:04:40,79
2022-03-04,19:04:41,80
2022-03-04,19:04:42,79
2022-03-04,19:04:43,79
2022-03-04,19:04:43,82
2022-03-04,19:04:44,76
2022-03-04,19:04:45,72
2022-03-04,19:04:46,78
2022-03-04,19:04:46,81
2022-03-04,19:04:50,77
2022-03-04,19:04:51,79
2022-03-06,17:02:32,77
2022-03-06,17:02:33,76
2022-03-06,17:02:34,71
2022-03-06,17:02:35,70
2022-03-06,17:02:36,65
2022-03-06,17:02:37,66
2022-03-06,17:02:38,71
2022-03-06,17:02:38,72
2022-03-06,17:02:39,66
2022-03-06,17:02:40,78
2022-03-06,17:02:41,75
2022-03-06,17:02:42,75
2022-03-06,17:02:43,73
2022-03-06,17:02:43,76
2022-03-06,17:02:46,74
2022-03-06,17:02:47,73
2022-03-06,17:02:58,81
2022-03-06,17:03:04,91
2022-03-06,17:03:05,94
2022-03-06,17:03:05,94
2022-03-06,17:03:06,87
2022-03-06,17:03:07,84
2022-03-06,17:03:07,86
2022-03-06,17:03:08,81
2022-03-06,17:03:09,78
2022-03-06,17:03:10,80
2022-03-06,17:03:10,84
2022-03-06,17:03:13,70
2022-03-06,17:03:16,69
2022-03-06,17:08:18,77
2022-03-06,17:08:19,75
2022-03-06,17:08:20,80
2022-03-06,17:08:21,76
2022-03-06,17:08:22,77
2022-03-06,17:08:22,79
2022-03-06,17:08:23,79
2022-03-06,17:08:24,80
2022-03-06,17:08:25,78
2022-03-06,17:08:25,80
2022-03-06,17:08:31,82
2022-03-06,17:08:32,80
2022-03-06,17:08:33,79
2022-03-06,17:08:34,79
2022-03-06,17:08:34,82
2022-03-06,17:08:35,80
2022-03-06,17:08:36,84
2022-03-06,17:08:37,86
2022-03-06,17:08:37,83
2022-03-06,17:08:38,79
2022-03-06,17:08:39,79
2022-03-06,17:08:40,76
2022-03-06,17:08:40,71
2022-03-06,17:08:41,75
2022-03-06,17:08:42,81
2022-03-06,17:08:43,80
2022-03-06,17:08:44,81
2022-03-06,17:08:44,85
2022-03-06,17:08:45,84
2022-03-06,17:08:46,82
2022-03-06,17:08:46,79
2022-03-06,17:08:47,82
2022-03-06,17:08:48,79
2022-03-06,17:08:49,78
2022-03-06,17:08:49,77
2022-03-06,17:08:50,83
2022-03-06,17:08:51,80
2022-03-06,17:08:52,80
2022-03-06,17:08:54,90
2022-03-06,17:08:55,87
2022-03-06,17:08:55,85
2022-03-06,17:08:56,88
2022-03-06,17:08:57,82
2022-03-06,17:08:57,70
2022-03-12,18:58:08,85
2022-03-12,18:58:09,84
2022-03-12,18:58:10,86
2022-03-12,18:58:10,90
2022-03-12,18:58:11,90
2022-03-12,18:58:12,90
2022-03-12,18:58:12,90
2022-03-12,18:58:13,89
2022-03-12,18:58:14,87
2022-03-12,18:58:14,86
2022-03-12,18:58:15,90
2022-03-12,18:58:16,87
2022-03-12,18:58:20,88
2022-03-12,18:58:20,86
2022-03-12,18:58:21,87
2022-03-12,18:58:22,89
2022-03-12,18:58:23,89
2022-03-12,18:58:23,91
2022-03-12,18:58:24,91
2022-03-12,18:58:24,89
2022-03-12,18:58:25,88
2022-03-12,18:58:26,89
2022-03-12,18:58:27,85
2022-03-12,18:58:27,88
2022-03-12,18:58:28,92
2022-03-12,18:58:29,93
2022-03-12,18:58:31,89
2022-03-12,18:58:32,89
2022-03-12,18:58:32,90
2022-03-12,18:58:33,85
2022-03-12,18:58:34,86
2022-03-12,18:58:35,89
2022-03-12,18:58:35,88
2022-03-12,18:58:36,88
2022-03-12,18:58:37,91
2022-03-12,18:58:37,92
2022-03-12,18:58:38,94
2022-03-12,18:58:39,94
2022-03-12,18:58:39,97
2022-03-12,18:58:40,92
2022-03-12,18:58:40,88
2022-03-12,18:58:41,87
2022-03-12,18:58:42,90
2022-03-12,18:58:43,88
2022-03-12,18:58:43,89
2022-03-12,18:58:44,93
2022-03-12,18:58:44,95
2022-03-12,18:58:45,95
2022-03-12,18:58:46,91
2022-03-12,18:58:46,91
2022-03-12,18:58:47,90
2022-03-12,18:58:48,85
2022-03-12,18:58:48,86
2022-03-12,18:58:49,89
2022-03-12,18:58:50,88
2022-03-12,18:58:51,83
2022-03-12,18:58:54,94
2022-03-12,18:58:55,89
2022-03-12,18:58:56,88
2022-03-12,18:58:56,91
2022-03-12,18:58:57,96
2022-03-12,18:58:58,94
2022-03-12,18:58:58,98
2022-03-13,18:10:47,77
2022-03-13,18:10:48,74
2022-03-13,18:10:48,77
2022-03-13,18:10:49,69
2022-03-13,18:10:50,64
2022-03-13,18:10:51,70
2022-03-13,18:10:52,70
2022-03-13,18:10:53,70
2022-03-13,18:10:54,74
2022-03-13,18:10:54,77
2022-03-13,18:10:55,76
2022-03-14,17:42:40,89
2022-03-14,17:42:41,90
2022-03-14,17:42:43,85
2022-03-14,17:42:44,86
2022-03-14,17:42:44,84
2022-03-14,17:42:45,89
2022-03-14,17:42:46,91
2022-03-14,17:42:46,90
2022-03-14,17:42:47,88
2022-03-14,17:42:48,85
2022-03-14,17:42:48,88
2022-03-14,17:42:49,90
2022-03-14,17:42:50,89
2022-03-14,17:42:51,88
2022-03-14,17:42:51,89
2022-03-14,17:42:52,91
2022-03-14,17:42:53,91
2022-03-14,17:42:53,90
2022-03-14,17:42:54,87
2022-03-14,17:43:04,91
2022-03-14,17:43:05,91
2022-03-14,17:43:06,91
2022-03-14,17:43:06,91
2022-03-14,17:43:07,92
2022-03-14,17:43:08,91
2022-03-14,17:43:08,91
2022-03-14,17:43:09,93
2022-03-14,17:43:10,93
2022-03-14,17:43:38,88
2022-03-14,17:45:16,71
2022-03-14,17:45:22,81
2022-03-14,17:45:23,80
2022-03-14,17:45:25,80
2022-03-14,17:45:26,80
2022-03-14,17:45:31,89
2022-03-14,17:45:31,80
2022-03-14,17:45:32,79
2022-03-14,17:45:33,84
2022-03-14,17:45:34,86
2022-03-14,17:45:34,87
2022-03-14,17:45:35,87
2022-03-14,17:45:36,85
2022-03-14,17:45:36,89
2022-03-14,17:45:37,88
2022-03-14,21:49:54,100
2022-03-14,21:49:55,102
2022-03-14,21:49:55,100
2022-03-14,21:49:56,95
2022-03-14,21:49:56,100
2022-03-14,21:49:57,103
2022-03-14,21:49:58,100
2022-03-14,21:49:58,105
2022-03-14,21:50:10,102
2022-03-14,21:50:11,104
2022-03-14,21:50:11,105
2022-03-14,21:50:12,100
2022-03-14,21:50:13,102
2022-03-14,21:50:13,103
2022-03-14,21:50:14,104
2022-03-14,21:50:14,107
2022-03-14,21:50:15,110
2022-03-14,21:50:15,109
2022-03-14,21:50:16,104
2022-03-14,21:50:16,104
2022-03-14,21:50:17,102
2022-03-14,21:50:18,102
2022-03-14,21:50:18,99
2022-03-14,21:50:19,95
2022-03-14,21:50:20,95
2022-03-14,21:50:20,98
2022-03-14,21:50:21,104
2022-03-14,21:50:21,106
2022-03-14,21:50:22,105
2022-03-14,21:50:22,105
2022-03-14,21:50:23,109
2022-03-18,17:51:38,97
2022-03-18,17:51:39,104
2022-03-18,17:51:39,103
2022-03-18,17:51:40,104
2022-03-18,17:51:40,103
2022-03-18,17:51:41,93
2022-03-18,17:51:45,107
2022-03-18,17:51:46,107
2022-03-18,17:51:46,110
2022-03-18,17:51:47,107
2022-03-18,17:51:47,107
2022-03-18,17:51:48,108
2022-03-18,17:51:48,104
2022-03-18,17:51:49,101
2022-03-18,17:51:50,104
2022-03-18,17:51:50,101
2022-03-18,17:51:54,108
2022-03-18,17:51:54,106
2022-03-18,17:51:55,107
2022-03-18,17:51:55,117
2022-03-18,17:51:56,107
2022-03-18,17:51:56,124
2022-03-18,17:51:58,116
2022-03-18,17:51:59,97
2022-03-18,17:52:08,101
2022-03-18,17:52:10,98
2022-03-18,17:52:10,104
2022-03-18,17:52:11,94
2022-03-18,17:52:12,93
2022-03-18,17:52:12,97
2022-03-18,17:53:38,107
2022-03-18,17:53:38,107
2022-03-18,17:53:39,106
2022-03-18,17:53:39,111
2022-03-18,17:53:40,105
2022-03-18,17:53:40,110
2022-03-18,17:53:41,109
2022-03-18,17:53:41,111
2022-03-18,17:53:42,104
2022-03-18,17:53:43,104
2022-03-18,17:53:43,111
2022-03-18,17:53:44,111
2022-03-18,19:44:39,81
2022-03-18,19:44:39,87
2022-03-18,19:44:40,82
2022-03-18,19:44:41,81
2022-03-18,19:44:42,76
2022-03-18,19:44:42,82
2022-03-18,19:44:43,85
2022-03-18,19:44:48,88
2022-03-18,19:44:49,87
2022-03-18,19:44:57,85
2022-03-18,19:44:58,78
2022-03-18,19:45:06,76
2022-03-18,19:45:07,75
2022-03-18,19:45:08,81
2022-03-18,19:45:08,85
2022-03-18,19:45:10,81
2022-03-18,19:45:11,78
2022-03-18,19:45:14,79
2022-03-18,19:45:15,78
2022-03-18,19:45:16,89
2022-03-18,19:45:16,85
2022-03-18,19:45:17,80
2022-03-18,19:45:18,73
2022-03-18,19:45:20,82
2022-03-18,19:45:21,84
2022-03-18,19:45:22,81
2022-03-18,19:45:22,89
2022-03-18,19:45:23,82
2022-03-18,19:45:24,75
2022-03-18,19:45:26,74
2022-03-18,19:45:27,79
2022-03-18,19:45:28,82
2022-03-18,19:45:28,80
2022-03-18,19:45:29,80
2022-03-18,19:45:30,82
2022-03-18,19:45:30,84
2022-03-18,19:45:31,81
2022-03-18,19:45:32,77
2022-03-18,19:45:33,73
2022-03-18,19:45:34,73
2022-03-20,17:12:35,76
2022-03-20,17:12:36,74
2022-03-20,17:12:37,68
2022-03-20,17:12:38,65
2022-03-20,17:12:38,76
2022-03-20,17:12:39,74
2022-03-20,17:12:40,71
2022-03-20,17:12:41,75
2022-03-20,17:12:42,81
2022-03-20,17:12:42,73
2022-03-20,17:12:43,72
2022-03-20,17:12:44,75
2022-03-20,17:12:45,72
2022-03-20,17:12:46,64
2022-03-20,17:12:47,68
2022-03-20,17:12:48,70
2022-03-20,17:12:49,64
2022-03-20,17:12:49,69
2022-03-20,17:12:50,71
2022-03-20,17:12:51,69
2022-03-20,17:12:52,70
2022-03-20,17:12:53,74
2022-03-20,17:12:54,73
2022-03-20,17:12:54,73
2022-03-20,17:12:55,78
2022-03-20,17:12:56,73
2022-03-20,17:12:57,70
2022-03-20,17:12:58,76
2022-03-20,17:12:58,78
2022-03-20,17:12:59,88
2022-03-20,17:13:00,86
2022-03-20,17:13:01,86
2022-03-20,17:13:01,91
2022-03-20,17:13:02,88
2022-03-20,17:13:03,73
2022-03-20,17:13:03,76
2022-03-20,17:13:04,80
2022-03-20,17:13:05,73
2022-03-20,17:13:06,72
2022-03-20,17:13:07,82
2022-03-20,17:13:07,78
2022-03-20,17:13:08,76
2022-03-20,17:13:10,74
2022-03-20,17:13:11,72
2022-03-20,17:13:12,80
2022-03-20,17:13:13,73
2022-03-20,17:13:14,65
2022-03-20,17:13:15,69
2022-03-20,17:13:15,76
2022-03-20,17:13:16,76
2022-03-20,17:13:17,75
2022-03-20,17:13:18,82
2022-03-20,17:13:18,84
2022-03-20,17:13:19,75
2022-03-20,17:13:20,66
2022-03-20,17:13:21,65
2022-03-20,17:13:22,66
2022-03-20,17:13:23,76
2022-03-20,17:13:23,81
2022-03-20,17:13:24,77
2022-03-20,17:13:25,70
2022-03-20,17:13:26,73
2022-03-20,17:13:27,81
2022-03-20,17:13:27,80
2022-03-25,16:26:11,84
2022-03-25,16:26:12,85
2022-03-25,16:26:12,88
2022-03-25,16:26:13,89
2022-03-25,16:26:14,88
2022-03-25,16:26:15,86
2022-03-25,16:26:43,84
2022-03-25,16:26:44,88
2022-03-25,16:26:44,90
2022-03-25,16:26:45,91
2022-03-25,16:26:46,90
2022-03-25,16:26:46,92
2022-03-25,16:26:47,88
2022-03-25,16:26:48,82
2022-03-25,16:26:48,85
2022-03-25,16:26:49,84
2022-03-25,16:26:50,83
2022-03-25,16:26:50,83
2022-03-25,19:41:28,118
2022-03-25,19:41:29,116
2022-03-25,19:41:45,114
2022-03-25,19:41:46,121
2022-03-25,19:41:47,115
2022-03-25,19:41:47,115
2022-03-25,19:41:48,114
2022-03-25,19:41:48,115
2022-03-25,19:41:49,113
2022-03-25,19:41:49,117
2022-03-25,19:41:50,116
2022-03-27,16:04:15,103
2022-03-27,16:04:16,104
2022-03-27,16:04:17,100
2022-03-27,16:04:17,103
2022-03-27,16:04:18,102
2022-03-27,16:04:18,100
2022-03-27,16:04:19,95
2022-03-27,16:04:20,95
2022-03-27,16:04:20,96
2022-03-27,16:04:21,98
2022-03-27,16:04:21,98
2022-03-27,16:04:22,99
2022-03-27,16:04:23,102
2022-03-27,16:04:23,102
2022-03-27,16:04:24,100
2022-03-27,16:04:24,100
2022-03-27,16:04:25,102
2022-03-27,16:04:26,97
2022-03-27,16:04:26,98
2022-03-27,16:04:27,98
2022-03-27,16:04:28,94
2022-03-27,16:04:28,98
2022-03-27,16:04:29,98
2022-03-27,16:04:29,95
2022-03-27,16:04:30,93
2022-03-27,16:04:31,96
2022-03-27,16:04:31,95
2022-03-27,16:04:32,97
2022-03-27,16:04:33,98
2022-03-27,16:04:33,102
2022-03-27,16:04:34,103
2022-03-27,16:04:34,103
2022-03-27,16:04:35,101
2022-03-27,16:04:35,102
2022-03-27,16:04:36,101
2022-03-27,16:04:37,102
2022-03-27,16:04:37,102
2022-03-27,16:04:38,98
2022-03-27,16:04:38,95
2022-03-27,16:04:39,94
2022-03-27,16:04:40,91
2022-03-27,16:04:40,85
2022-03-27,16:04:41,91
2022-03-27,16:04:42,91
2022-03-27,16:04:42,88
2022-03-27,16:04:43,87
2022-03-27,16:04:44,90
2022-03-27,16:04:44,93
2022-03-27,16:04:45,91
2022-03-27,16:04:46,92
2022-03-27,16:04:46,93
2022-03-27,16:04:47,91
2022-03-27,16:04:48,90
2022-03-27,16:04:48,91
2022-03-27,16:04:49,92
2022-03-27,16:04:50,91
2022-03-27,16:04:50,95
2022-03-27,16:04:51,96
2022-03-27,16:04:52,97
2022-03-27,16:04:52,100
2022-03-27,16:04:53,102
2022-03-27,16:04:53,102
2022-03-27,16:04:54,97
2022-03-27,16:04:55,99
2022-03-27,16:04:55,94
2022-03-27,16:04:56,99
2022-03-27,16:04:56,100
2022-03-27,16:04:57,98
2022-03-27,16:04:58,101
2022-03-27,16:04:58,97
2022-03-27,16:04:59,102
2022-03-27,16:04:59,98
2022-03-27,16:05:00,98
2022-03-27,16:05:01,95
2022-03-27,16:05:01,98
2022-03-27,16:05:02,94
2022-03-27,16:05:03,93
2022-03-27,16:05:03,92
2022-03-27,16:05:04,94
2022-03-27,16:05:05,92
2022-03-27,16:05:05,93
2022-03-27,16:05:06,95
2022-03-27,16:05:06,98
2022-03-27,16:05:07,97
2022-03-27,16:05:09,88
2022-03-27,16:05:12,96
2022-03-27,16:05:12,98
2022-03-27,16:05:13,95
2022-03-27,19:45:51,67
2022-03-27,19:45:52,74
2022-03-27,19:45:53,81
2022-03-27,19:45:54,82
2022-03-27,19:45:54,79
2022-03-27,19:45:55,72
2022-03-27,19:45:56,73
2022-03-27,19:45:57,78
2022-03-27,19:45:58,74
2022-03-27,19:45:58,71
2022-03-27,19:45:59,71
